title,body,date,language,source
Lovely and friendly hotel,lovely friendly hotel convenient local shops,"Date of experience: August 24, 2019",en,HotelSone
Great hotel and stay' good for getting…,great hotel stay good getting of arena definitely staying,"Date of experience: August 23, 2019",en,HotelSone
I love  this hotel they were so nice…,love hotel nice sweet made stay amazing god bless unkind people even tho people rude nasty treated great,"Date of experience: August 23, 2019",en,HotelSone
Good experience,good experience hampton inn according a luggage transportation also turned convenient,"Date of experience: August 22, 2019",en,HotelSone
Very good hotel clean nice staff…,good hotel clean nice staff breakfast good close everything,"Date of experience: August 22, 2019",en,HotelSone
The staff were all very welcoming & the…,staff welcoming accommodation good well would recommend anyone well stay,"Date of experience: August 22, 2019",en,HotelSone
This is an old house which can have…,old house charm needs upgrading comfortablethe bathroom converted closet smallthere cup shelf bathroom asked certain meat served told meat served cook informed,"Date of experience: August 21, 2019",en,HotelSone
Great price,great price helpful friendly staff clean room,"Date of experience: August 20, 2019",en,HotelSone
I have stayed here before and loved it,stayed loved looking forward return stay,"Date of experience: August 20, 2019",en,HotelSone
1) I was supposed to have a non smoking…,a supposed non smoking room didst couldn't moved one none available fridge clean microwave coated grease a pull drapes broken daughter closed left closed five daystar staff friendly helpful,"Date of experience: August 20, 2019",en,HotelSone
all good.clean neat and tidy rooms,goodclean neat tidy rooms free parking,"Date of experience: August 20, 2019",en,HotelSone
Very nice hotel in a great location,nice hotel great location far casino shopping center nice dinning restaurants,"Date of experience: August 19, 2019",en,HotelSone
Great location; great staff,used bloc patrick several times conveniently located literally next entrance security great early flight experienced budget option via double get pay for want pampering go via option want value money place lay head flight find tooth staff always friendly helpful courteous recommend,"Date of experience: August 19, 2019",en,HotelSone
My stay was very pleasant!,stay pleasant nice clean comfortable room fair price,"Date of experience: August 19, 2019",en,HotelSone
Easy,easy efficient best rate,"Date of experience: August 19, 2019",en,HotelSone
Everything went smoothly,everything went smoothly problems,"Date of experience: August 19, 2019",en,HotelSone
The hotel was very good value for money…,hotel good value money food restaurant good small issue noise outside room early morning,"Date of experience: August 19, 2019",en,HotelSone
Good booking site,good choice fully satisfied service availed,"Date of experience: August 19, 2019",en,HotelSone
I was easily able to make a reservation…,easily able make reservation using phone,"Date of experience: August 19, 2019",en,HotelSone
Smooth process for the booking,smooth process booking problems,"Date of experience: August 18, 2019",en,HotelSone
Wonderful 3 night stay - appreciate exceptional staffing and follow thru.,outstanding customer service check hotel mulligan helpful luggage valeting car explaining internet getting us ice explained breakfast options available terrace restaurant rooms lovely enjoyed jetted tub fireplace to appreciated proximity friends next door blast well gifted glorious weather many thanks great service,"Date of experience: August 18, 2019",en,HotelSone
